,,
State Code (FIPS),County Code (FIPS),Area Name (including legal/statistical area description)
05,000,Rector city
05,000,Redfield city
05,000,Reed town
05,000,Reyno city
05,000,Rison city
05,000,Rockport city
05,000,Roe town
05,000,Rogers city
05,000,Rondo town
05,000,Rose Bud town
05,000,Rosston town
05,000,Rudy town
05,000,Russell town
05,000,Russellville city
05,000,St. Charles town
05,000,St. Francis city
05,000,St. Joe town
05,000,St. Paul town
05,000,Salem city
05,000,Salesville city
05,000,Scranton city
05,000,Searcy city
05,000,Sedgwick town
05,000,Shannon Hills city
05,000,Sheridan city
05,000,Sherrill town
05,000,Sherwood city
05,000,Shirley town
05,000,Sidney town
05,000,Siloam Springs city
05,000,Smackover city
05,000,Smithville town
05,000,South Lead Hill town
05,000,Southside city
05,000,Sparkman city
05,000,Springdale city
05,000,Springtown town
05,000,Stamps city
05,000,Star City city
05,000,Stephens city
05,000,Strawberry town
05,000,Strong city
05,000,Stuttgart city
05,000,Subiaco town
05,000,Success town
05,000,Sulphur Rock town
05,000,Sulphur Springs city
05,000,Summit city
05,000,Sunset town
05,000,Swifton city
05,000,Taylor city
05,000,Texarkana city
05,000,Thornton city
05,000,Tillar city
05,000,Tinsman town
05,000,Tollette town
05,000,Tontitown city
05,000,Traskwood city
05,000,Trumann city
05,000,Tuckerman city
05,000,Tull town
05,000,Tupelo town
05,000,Turrell city
05,000,Twin Groves town
05,000,Tyronza city
05,000,Ulm town
05,000,Valley Springs town
05,000,Van Buren city
05,000,Vandervoort town
05,000,Victoria town
05,000,Vilonia city
05,000,Viola town
05,000,Wabbaseka town
05,000,Waldenburg town
05,000,Waldo city
05,000,Waldron city
05,000,Walnut Ridge city
05,000,Ward city
05,000,Warren city
05,000,Washington city
05,000,Watson city
05,000,Weiner city
05,000,Weldon town
05,000,Western Grove town
05,000,West Fork city
05,000,West Memphis city
05,000,West Point town
05,000,Wheatley city
05,000,Whelen Springs town
05,000,White Hall city
05,000,Wickes town
05,000,Widener town
05,000,Wiederkehr Village city
05,000,Williford town
05,000,Willisville town
05,000,Wilmar city
05,000,Wilmot city
05,000,Wilson city
05,000,Wilton city
05,000,Winchester town
05,000,Winslow city
05,000,Winthrop city
05,000,Wooster town
05,000,Wrightsville city
05,000,Wynne city
05,000,Yellville city
05,000,Zinc town
06,000,California
06,001,Alameda County
06,003,Alpine County
06,005,Amador County
06,007,Butte County
06,009,Calaveras County
06,011,Colusa County
06,013,Contra Costa County
06,015,Del Norte County
06,017,El Dorado County
06,019,Fresno County
06,021,Glenn County
06,023,Humboldt County
06,025,Imperial County
06,027,Inyo County
06,029,Kern County
06,031,Kings County
06,033,Lake County
06,035,Lassen County
06,037,Los Angeles County
06,039,Madera County
06,041,Marin County
06,043,Mariposa County
06,045,Mendocino County
06,047,Merced County
06,049,Modoc County
06,051,Mono County
06,053,Monterey County
06,055,Napa County
06,057,Nevada County
06,059,Orange County
06,061,Placer County
06,063,Plumas County
06,065,Riverside County
06,067,Sacramento County
06,069,San Benito County
06,071,San Bernardino County
06,073,San Diego County
06,075,San Francisco County
06,077,San Joaquin County
06,079,San Luis Obispo County
06,081,San Mateo County
06,083,Santa Barbara County
06,085,Santa Clara County
06,087,Santa Cruz County
06,089,Shasta County
06,091,Sierra County
06,093,Siskiyou County
06,095,Solano County
06,097,Sonoma County
06,099,Stanislaus County
06,101,Sutter County
06,103,Tehama County
06,105,Trinity County
06,107,Tulare County
06,109,Tuolumne County
06,111,Ventura County
06,113,Yolo County
06,115,Yuba County
06,000,Adelanto city
06,000,Agoura Hills city
06,000,Alameda city
06,000,Albany city
06,000,Alhambra city
06,000,Aliso Viejo city
06,000,Alturas city
06,000,Amador City city
06,000,American Canyon city
06,000,Anaheim city
06,000,Anderson city
06,000,Angels city
06,000,Antioch city
06,000,Apple Valley town
06,000,Arcadia city
06,000,Arcata city
06,000,Arroyo Grande city
06,000,Artesia city
06,000,Arvin city
06,000,Atascadero city
06,000,Atherton town
06,000,Atwater city
06,000,Auburn city
06,000,Avalon city
06,000,Avenal city
06,000,Azusa city
06,000,Bakersfield city
06,000,Baldwin Park city
06,000,Banning city
06,000,Barstow city
06,000,Beaumont city
06,000,Bell city
06,000,Bellflower city
06,000,Bell Gardens city
06,000,Belmont city
06,000,Belvedere city
06,000,Benicia city
06,000,Berkeley city
06,000,Beverly Hills city
06,000,Big Bear Lake city
06,000,Biggs city
06,000,Bishop city
06,000,Blue Lake city
06,000,Blythe city
06,000,Bradbury city
06,000,Brawley city
06,000,Brea city
06,000,Brentwood city
06,000,Brisbane city
06,000,Buellton city
06,000,Buena Park city
06,000,Burbank city
06,000,Burlingame city
06,000,Calabasas city
06,000,Calexico city
06,000,California City city
06,000,Calimesa city
06,000,Calipatria city
06,000,Calistoga city
06,000,Camarillo city
06,000,Campbell city
06,000,Canyon Lake city
06,000,Capitola city
06,000,Carlsbad city
06,000,Carmel-by-the-Sea city
06,000,Carpinteria city
06,000,Carson city
06,000,Cathedral City city
06,000,Ceres city
06,000,Cerritos city
06,000,Chico city
06,000,Chino city
06,000,Chino Hills city
06,000,Chowchilla city
06,000,Chula Vista city
06,000,Citrus Heights city
06,000,Claremont city
06,000,Clayton city
06,000,Clearlake city
06,000,Cloverdale city
06,000,Clovis city
06,000,Coachella city
06,000,Coalinga city
06,000,Colfax city
06,000,Colma town
06,000,Colton city
06,000,Colusa city
06,000,Commerce city
06,000,Compton city
06,000,Concord city
06,000,Corcoran city
06,000,Corning city
06,000,Corona city
06,000,Coronado city
06,000,Corte Madera town
06,000,Costa Mesa city
06,000,Cotati city
06,000,Covina city
06,000,Crescent City city
06,000,Cudahy city
06,000,Culver City city
06,000,Cupertino city
06,000,Cypress city
06,000,Daly City city
06,000,Dana Point city
06,000,Danville town
06,000,Davis city
06,000,Delano city
06,000,Del Mar city
06,000,Del Rey Oaks city
06,000,Desert Hot Springs city
06,000,Diamond Bar city
06,000,Dinuba city
06,000,Dixon city
06,000,Dorris city
06,000,Dos Palos city
06,000,Downey city
06,000,Duarte city
06,000,Dublin city
06,000,Dunsmuir city
06,000,East Palo Alto city
06,000,Eastvale city
06,000,El Cajon city
06,000,El Centro city
06,000,El Cerrito city
06,000,Elk Grove city
06,000,El Monte city
06,000,El Paso de Robles (Paso Robles) city
06,000,El Segundo city
06,000,Emeryville city
06,000,Encinitas city
06,000,Escalon city
06,000,Escondido city
06,000,Etna city
06,000,Eureka city
06,000,Exeter city
06,000,Fairfax town
06,000,Fairfield city
06,000,Farmersville city
06,000,Ferndale city
06,000,Fillmore city
06,000,Firebaugh city
06,000,Folsom city
06,000,Fontana city
06,000,Fort Bragg city
06,000,Fort Jones city
06,000,Fortuna city
06,000,Foster City city
06,000,Fountain Valley city
06,000,Fowler city
06,000,Fremont city
06,000,Fresno city
06,000,Fullerton city
06,000,Galt city
06,000,Gardena city
06,000,Garden Grove city
06,000,Gilroy city
06,000,Glendale city
06,000,Glendora city
06,000,Goleta city
06,000,Gonzales city
06,000,Grand Terrace city
06,000,Grass Valley city
06,000,Greenfield city
06,000,Gridley city
06,000,Grover Beach city
06,000,Guadalupe city
06,000,Gustine city
06,000,Half Moon Bay city
06,000,Hanford city
06,000,Hawaiian Gardens city
06,000,Hawthorne city
06,000,Hayward city
06,000,Healdsburg city
06,000,Hemet city
06,000,Hercules city
06,000,Hermosa Beach city
06,000,Hesperia city
06,000,Hidden Hills city
06,000,Highland city
06,000,Hillsborough town
06,000,Hollister city
06,000,Holtville city
06,000,Hughson city
06,000,Huntington Beach city
06,000,Huntington Park city
06,000,Huron city
06,000,Imperial city
06,000,Imperial Beach city
06,000,Indian Wells city
06,000,Indio city
06,000,Industry city
06,000,Inglewood city
06,000,Ione city
06,000,Irvine city
06,000,Irwindale city
06,000,Isleton city
06,000,Jackson city
06,000,Jurupa Valley city
06,000,Kerman city
06,000,King City city
06,000,Kingsburg city
06,000,La Cañada Flintridge city
06,000,Lafayette city
06,000,Laguna Beach city
06,000,Laguna Hills city
06,000,Laguna Niguel city
06,000,Laguna Woods city
06,000,La Habra city
06,000,La Habra Heights city
06,000,Lake Elsinore city
06,000,Lake Forest city
06,000,Lakeport city
06,000,Lakewood city
06,000,La Mesa city
06,000,La Mirada city
06,000,Lancaster city
06,000,La Palma city
06,000,La Puente city
06,000,La Quinta city
06,000,Larkspur city
06,000,Lathrop city
06,000,La Verne city
06,000,Lawndale city
06,000,Lemon Grove city
06,000,Lemoore city
06,000,Lincoln city
06,000,Lindsay city
06,000,Live Oak city
06,000,Livermore city
06,000,Livingston city
06,000,Lodi city
06,000,Loma Linda city
06,000,Lomita city
06,000,Lompoc city
06,000,Long Beach city
06,000,Loomis town
06,000,Los Alamitos city
06,000,Los Altos city
06,000,Los Altos Hills town
06,000,Los Angeles city
06,000,Los Banos city
06,000,Los Gatos town
06,000,Loyalton city
06,000,Lynwood city
06,000,McFarland city
06,000,Madera city
06,000,Malibu city
06,000,Mammoth Lakes town
06,000,Manhattan Beach city
06,000,Manteca city
06,000,Maricopa city
06,000,Marina city
06,000,Martinez city
06,000,Marysville city
06,000,Maywood city
06,000,Mendota city
06,000,Menifee city
06,000,Menlo Park city
06,000,Merced city
06,000,Millbrae city
06,000,Mill Valley city
06,000,Milpitas city
06,000,Mission Viejo city
06,000,Modesto city
06,000,Monrovia city
06,000,Montague city
06,000,Montclair city
06,000,Montebello city
06,000,Monterey city
06,000,Monterey Park city
06,000,Monte Sereno city
06,000,Moorpark city
06,000,Moraga town
06,000,Moreno Valley city
06,000,Morgan Hill city
06,000,Morro Bay city
06,000,Mountain View city
06,000,Mount Shasta city
06,000,Murrieta city
06,000,Napa city
06,000,National City city
06,000,Needles city
06,000,Nevada City city
06,000,Newark city
06,000,Newman city
06,000,Newport Beach city
06,000,Norco city
06,000,Norwalk city
06,000,Novato city
06,000,Oakdale city
06,000,Oakland city
06,000,Oakley city
06,000,Oceanside city
06,000,Ojai city
06,000,Ontario city
06,000,Orange city
06,000,Orange Cove city
06,000,Orinda city
06,000,Orland city
06,000,Oroville city
06,000,Oxnard city
06,000,Pacifica city
06,000,Pacific Grove city
06,000,Palmdale city
06,000,Palm Desert city
06,000,Palm Springs city
06,000,Palo Alto city
06,000,Palos Verdes Estates city
06,000,Paradise town
06,000,Paramount city
06,000,Parlier city
06,000,Pasadena city
06,000,Patterson city
06,000,Perris city
06,000,Petaluma city
06,000,Pico Rivera city
06,000,Piedmont city
06,000,Pinole city
06,000,Pismo Beach city
06,000,Pittsburg city
06,000,Placentia city
06,000,Placerville city
06,000,Pleasant Hill city
06,000,Pleasanton city
06,000,Plymouth city
06,000,Point Arena city
06,000,Pomona city
06,000,Porterville city
06,000,Port Hueneme city
06,000,Portola city
06,000,Portola Valley town
06,000,Poway city
06,000,Rancho Cordova city
06,000,Rancho Cucamonga city
06,000,Rancho Mirage city
06,000,Rancho Palos Verdes city
06,000,Rancho Santa Margarita city
06,000,Red Bluff city
06,000,Redding city
06,000,Redlands city
06,000,Redondo Beach city
06,000,Redwood City city
06,000,Reedley city
06,000,Rialto city
06,000,Richmond city
06,000,Ridgecrest city
06,000,Rio Dell city
06,000,Rio Vista city
06,000,Ripon city
06,000,Riverbank city
06,000,Riverside city
06,000,Rocklin city
06,000,Rohnert Park city
06,000,Rolling Hills city
06,000,Rolling Hills Estates city
06,000,Rosemead city
06,000,Roseville city
06,000,Ross town
06,000,Sacramento city
06,000,St. Helena city
06,000,Salinas city
06,000,San Anselmo town
06,000,San Bernardino city
06,000,San Bruno city
06,000,San Buenaventura (Ventura) city
06,000,San Carlos city
06,000,San Clemente city
06,000,Sand City city
06,000,San Diego city
06,000,San Dimas city
06,000,San Fernando city
06,000,San Francisco city
06,000,San Gabriel city
06,000,Sanger city
06,000,San Jacinto city
06,000,San Joaquin city
06,000,San Jose city
06,000,San Juan Bautista city
06,000,San Juan Capistrano city
06,000,San Leandro city
06,000,San Luis Obispo city
06,000,San Marcos city
06,000,San Marino city
06,000,San Mateo city
06,000,San Pablo city
06,000,San Rafael city
06,000,San Ramon city
06,000,Santa Ana city
06,000,Santa Barbara city
06,000,Santa Clara city
06,000,Santa Clarita city
06,000,Santa Cruz city
06,000,Santa Fe Springs city
06,000,Santa Maria city
06,000,Santa Monica city
06,000,Santa Paula city
06,000,Santa Rosa city
06,000,Santee city
06,000,Saratoga city
06,000,Sausalito city
06,000,Scotts Valley city
06,000,Seal Beach city
06,000,Seaside city
06,000,Sebastopol city
06,000,Selma city
06,000,Shafter city
06,000,Shasta Lake city
06,000,Sierra Madre city
06,000,Signal Hill city
06,000,Simi Valley city
06,000,Solana Beach city
06,000,Soledad city
06,000,Solvang city
06,000,Sonoma city
06,000,Sonora city
06,000,South El Monte city
06,000,South Gate city
06,000,South Lake Tahoe city
06,000,South Pasadena city
06,000,South San Francisco city
06,000,Stanton city
06,000,Stockton city
06,000,Suisun City city
06,000,Sunnyvale city
06,000,Susanville city
06,000,Sutter Creek city
06,000,Taft city
06,000,Tehachapi city
06,000,Tehama city
06,000,Temecula city
06,000,Temple City city
06,000,Thousand Oaks city
06,000,Tiburon town
06,000,Torrance city
06,000,Tracy city
06,000,Trinidad city
06,000,Truckee town
06,000,Tulare city
06,000,Tulelake city
06,000,Turlock city
06,000,Tustin city
06,000,Twentynine Palms city
06,000,Ukiah city
06,000,Union City city
06,000,Upland city
06,000,Vacaville city
06,000,Vallejo city
06,000,Vernon city
06,000,Victorville city
06,000,Villa Park city
06,000,Visalia city
06,000,Vista city
06,000,Walnut city
06,000,Walnut Creek city
06,000,Wasco city
06,000,Waterford city
06,000,Watsonville city
06,000,Weed city
06,000,West Covina city
06,000,West Hollywood city
06,000,Westlake Village city
06,000,Westminster city
06,000,Westmorland city
06,000,West Sacramento city
06,000,Wheatland city
06,000,Whittier city
06,000,Wildomar city
06,000,Williams city
06,000,Willits city
06,000,Willows city
06,000,Windsor town
06,000,Winters city
06,000,Woodlake city
06,000,Woodland city
06,000,Woodside town
06,000,Yorba Linda city
06,000,Yountville city
06,000,Yreka city
06,000,Yuba City city
06,000,Yucaipa city
06,000,Yucca Valley town
08,000,Colorado
08,001,Adams County
08,003,Alamosa County
08,005,Arapahoe County
08,007,Archuleta County
08,009,Baca County
08,011,Bent County
08,013,Boulder County
08,014,Broomfield County
08,015,Chaffee County
08,017,Cheyenne County
08,019,Clear Creek County
08,021,Conejos County
08,023,Costilla County
08,025,Crowley County
08,027,Custer County
08,029,Delta County
08,031,Denver County
08,033,Dolores County
08,035,Douglas County
08,037,Eagle County
08,039,Elbert County
08,041,El Paso County
08,043,Fremont County
08,045,Garfield County
08,047,Gilpin County
08,049,Grand County
08,051,Gunnison County
08,053,Hinsdale County
08,055,Huerfano County
08,057,Jackson County
08,059,Jefferson County
08,061,Kiowa County
08,063,Kit Carson County
08,065,Lake County
08,067,La Plata County
08,069,Larimer County
08,071,Las Animas County
08,073,Lincoln County
08,075,Logan County
08,077,Mesa County
08,079,Mineral County
08,081,Moffat County
08,083,Montezuma County
